date,site,depth,quadrat,species,quad_size,biomass,weight,Total Length,Blade Length,Diameter,F_group,Notes,lat,long,region,exposure,coastal
7/11/16,New Harbor Ledge,5,4,Desmarestia,1,679,679,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,5,4,L. digitata,1,213,213,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,5,4,Polysiphonia,0.25,17,68,,,,F2.5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,5,4,Porphyra,0.25,5,20,,,,F3,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,5,4,Rhodomella,0.25,9,36,,,,F3.5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,5,4,Rhodomella,0.25,3,12,,,,F3.5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,1,Agarum,1,6,6,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,1,Chaetomorpha,0.25,1,4,,,,F2,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,1,Chondrus,0.25,62,248,,,,F4,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,1,Corallina,0.25,6,24,,,,F6,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,1,Desmaresita,1,6,6,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,1,Polysiphonia,0.25,125,500,,,,F2.5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,1,Ptilota,0.25,1,4,,,,F3.5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,1,S. latisima,1,24,24,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,2,Agarum,1,17,17,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,2,Chondrus,0.25,76,304,,,,F4,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,2,Corallina,0.25,1,4,,,,F6,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,2,Polysiphonia,0.25,17,68,,,,F2.5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,2,Porphyra,0.25,7,28,,,,F3,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,2,Rhodomella,0.25,3,12,,,,F3.5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,2,S. latisima,1,43,43,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,3,Agarum,1,275,275,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,3,Chondrus,0.25,109,436,,,,F4,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,3,Corallina,0.25,6,24,,,,F6,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,3,Desmaresita,1,6,6,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,3,Polysiphonia,0.25,75,300,,,,F2.5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,3,Porphyra,0.25,4,16,,,,F3,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,3,S. latisima,1,316,316,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,4,Agarum,1,53,53,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,4,Callophyllus,0.25,2,8,,,,F4,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,4,Chaetomorpha,0.25,1,4,,,,F2,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,4,Chondrus,0.25,108,432,,,,F4,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,4,Chondrus,0.25,1,4,,,,F4,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,4,Corallina,0.25,20,80,,,,F6,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,4,Phycodrys,0.25,1,4,,,,F4,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,4,Polysiphonia,0.25,27,108,,,,F2.5,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,4,Porphyra,0.25,1,4,,,,F3,,43.8666,-69.4805,PEM,4,3
7/11/16,New Harbor Ledge,10,4,S. latisima,1,155,155,,,,F5,,43.8666,-69.4805,PEM,4,3
7/11/16,Pumpkin ledge,10,1,Agarum,1,9,9,,,,F5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,1,Callophyllus,0.25,1,4,,,,F4,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,1,Chaetomorpha,0.25,0.1,0.4,,,,F2,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,1,Chondrus,0.25,163,652,,,,F4,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,1,L. digitata,1,786,786,,,,F5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,1,Phycodrys,0.25,1,4,,,,F4,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,1,Porphyra,0.25,1,4,,,,F3,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,2,Agarum,1,2,2,,,,F5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,2,Ahnfeltia,0.25,4,16,,,,F4,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,2,Chondrus,0.25,156,624,,,,F4,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,2,L. digitata,1,913,913,,,,F5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,2,Phycodrys,0.25,6,24,,,,F4,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,2,Porphyra,0.25,1,4,,,,F3,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,2,Rhodomella,0.25,4,16,,,,F3.5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,2,Rhodomella,0.25,41,164,,,,F3.5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,3,Agarum,1,117,117,,,,F5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,3,Callophyllus,0.25,1,4,,,,F4,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,3,Chondrus,0.25,98,392,,,,F4,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,3,Desmarestia,1,1,1,,,,F5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,3,L. digitata,1,385,385,,,,F5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,3,Polysiphonia,0.25,19,76,,,,F2.5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,3,Porphyra,0.25,3,12,,,,F3,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,4,Chondrus,0.25,40,160,,,,F4,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,4,Gracilaria,0.25,2,8,,,,F3.5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,4,L. digitata,1,260,260,,,,F5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,4,Polysiphonia,0.25,23,92,,,,F2.5,,44.7506,-69.5794,PEM,5,5
7/11/16,Pumpkin ledge,10,4,Porphyra,0.25,6,24,,,,F3,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,1,Chaetomorpha,0.25,0.599,2.4,,,,F2,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,1,Chondrus,0.25,296.56,1186.2,,,,F4,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,1,Corallina,0.25,169.4,677.6,,,,F6,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,1,L. digitata,1,24.62,24.6,,,,F5,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,1,Porphyra,0.25,11.18,44.7,,,,F3,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,2,Ahnfeltia,0.25,41.44,165.8,,,,F4,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,2,Callophyllus,0.25,2.03,8.1,,,,F4,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,2,Chaetomorpha,0.25,1,4,,,,F2,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,2,Chondrus,0.25,570.98,2283.9,,,,F4,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,2,Corallina,0.25,233.95,935.8,,,,F6,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,2,Porphyra,0.25,9.28,37.1,,,,F3,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,2,S. latisima,1,0.27,0.3,,,,F5,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,3,Ahnfeltia,0.25,6.49,26,,,,F4,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,3,Callophyllus,0.25,0.92,3.7,,,,F4,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,3,Chaetomorpha,0.25,0.76,3,,,,F2,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,3,Chondrus,0.25,345.9,1383.6,,,,F4,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,3,Corallina,0.25,245.93,983.7,,,,F6,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,3,Porphyra,0.25,13.8,55.2,,,,F3,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,4,Ahnfeltia,0.25,13.227,52.9,,,,F4,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,4,Chaetomorpha,0.25,1.343,5.4,,,,F2,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,4,Chondrus,0.25,319.782,1279.1,,,,F4,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,4,Corallina,0.25,274.299,1097.2,,,,F6,,44.7506,-69.5794,PEM,5,5
7/12/16,Pumpkin ledge,5,4,Porphyra,0.25,8.86,35.4,,,,F3,,44.7506,-69.5794,PEM,5,5
7/12/16,Thrumcap,5,1,Callophyllus,0.25,1,4,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,1,Chaetomorpha,0.25,1,4,,,,F2,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,1,Chondrus,0.25,160,640,,,,F4,,44.8334,-69.5553,PEM,5,5
7/12/16,Thrumcap,5,1,Polysiphonia,0.25,174,696,,,,F2.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,1,Rhodomella,0.25,9,36,,,,F3.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,1,Rhodomella,0.25,31,124,,,,F3.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,1,S. latisima,1,1800,1800,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,1,Ulva,0.25,1,4,,,,F3,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,2,Chaetomorpha,0.25,9,36,,,,F2,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,2,Chondrus,0.25,195,780,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,2,Corallina,0.25,99,396,,,,F6,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,2,Polysiphonia,0.25,185,740,,,,F2.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,2,Porphyra,0.25,10,40,,,,F3,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,2,Rhodomella,0.25,12,48,,,,F3.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,2,Rhodomella,0.25,8,32,,,,F3.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,2,S. latisima,1,1288,1288,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,2,Ulva,0.25,1,4,,,,F3,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,3,Callophyllus,0.25,4,16,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,3,Chaetomorpha,0.25,1,4,,,,F2,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,3,Chondrus,0.25,158,632,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,3,Corallina,0.25,41,164,,,,F6,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,3,Desmarestia,1,14,14,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,3,Phycodrys,0.25,3,12,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,3,Polysiphonia,0.25,332,1328,,,,F2.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,3,Porphyra,0.25,5,20,,,,F3,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,3,Rhodomella,0.25,4,16,,,,F3.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,3,Rhodomella,0.25,13,52,,,,F3.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,3,S. latisima,1,3138,3138,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,4,Callophyllus,0.25,1,4,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,4,Chaetomorpha,0.25,1,4,,,,F2,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,4,Chondrus,0.25,335,1340,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,4,Corallina,0.25,15,60,,,,F6,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,4,Polysiphonia,0.25,503,2012,,,,F2.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,4,Rhodomella,0.25,26,104,,,,F3.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,4,Rhodomella,0.25,18,72,,,,F3.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,5,4,S. latisima,1,385,385,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,1,Agarum,1,1375,1375,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,1,Callophyllus,0.25,35,140,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,1,Chondrus,0.25,32,128,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,1,Palmaria,0.25,4,16,,,,F3,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,1,Phycodrys,0.25,1,4,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,1,Polysiphonia,0.25,11,44,,,,F2.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,1,Ptilota,0.25,12,48,,,,F3.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,1,S. latisima,1,40,40,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,2,Agarum,1,173,173,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,2,Callophyllus,0.25,71,284,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,2,Chondrus,0.25,31,124,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,2,Desmaresita,1,74,74,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,2,L. digitata,1,189,189,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,2,Palmaria,0.25,1,4,,,,F3,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,2,Phycodrys,0.25,1,4,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,2,Polysiphonia,0.25,445,1780,,,,F2.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,2,Ptilota,0.25,7,28,,,,F3.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,2,Rhodomella,0.25,18,72,,,,F3.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,3,Agarum,1,784,784,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,3,Callophyllus,0.25,22,88,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,3,Chondrus,0.25,5,20,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,3,Desmarestia,1,3,3,,,,F5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,3,Palmaria,0.25,10,40,,,,F3,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,3,Phycodrys,0.25,10,40,,,,F4,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,3,Polysiphonia,0.25,19,76,,,,F2.5,,44.8334,-69.5553,PEM,3,3
7/12/16,Thrumcap,10,3,Ptilota,0.25,13,52,,,,F3.5,,44.8334,-69.5553,PEM,3,3
