year,month,day,region,site,coastal.code,exposure.code,latitude,longitude,depth,sp_code,cover,type
2004,6,10,Penobscot Bay,metinic.island.north,5,4,43.8915,-69.1198,5,rhod,0,understory
2004,6,10,Penobscot Bay,metinic.island.north,5,4,43.8915,-69.1198,5,sac,22.61111111111111,kelp
2004,6,10,Penobscot Bay,metinic.island.north,5,4,43.8915,-69.1198,5,sder,0,understory
2004,6,10,Penobscot Bay,metinic.island.north,5,4,43.8915,-69.1198,5,ulva,0.11111111111111109,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,agar,0,kelp
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,alar,0,kelp
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,ccrisp,0,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,chaet,0,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,codm,0,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,coral,0,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,desm,0.05882352941176469,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,ldig,0,kelp
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,palm,0,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,phyc,0,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,poly,0.41176470588235287,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,porph,0.0588235294117647,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,ptilo,0,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,rhod,0,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,sac,0.05882352941176469,kelp
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,sder,0.0588235294117647,understory
2004,6,28,Midcoast,pemaquid.point,3,4,43.839,-69.502,5,ulva,0.0588235294117647,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,agar,0.6666666666666667,kelp
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,alar,0.08333333333333333,kelp
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,ccrisp,10.416666666666668,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,chaet,0,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,codm,0,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,coral,1.5833333333333335,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,desm,1.6666666666666665,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,ldig,1.4166666666666665,kelp
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,palm,0.6666666666666667,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,phyc,0,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,poly,3.416666666666666,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,porph,1.9166666666666665,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,ptilo,0,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,rhod,0.08333333333333333,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,sac,83.08333333333333,kelp
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,sder,0,understory
2004,6,28,Midcoast,turnip.island,3,3,43.83258,-69.55455,5,ulva,0.08333333333333334,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,agar,0.25,kelp
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,alar,0,kelp
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,ccrisp,24.208333333333336,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,chaet,0,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,codm,3.6666666666666665,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,coral,0.6666666666666667,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,desm,3.958333333333333,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,ldig,0,kelp
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,palm,0,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,phyc,0.08333333333333333,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,poly,30.541666666666668,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,porph,1.4583333333333335,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,ptilo,0,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,rhod,2.1666666666666665,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,sac,53.916666666666664,kelp
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,sder,0.7916666666666667,understory
2004,6,29,Midcoast,damariscove.island.north,4,3,43.7798,-69.6041,5,ulva,0.25,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,agar,2.125,kelp
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,alar,0,kelp
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,ccrisp,8.541666666666668,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,chaet,0,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,codm,0.16666666666666666,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,coral,0.7916666666666667,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,desm,11.541666666666668,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,ldig,18.458333333333332,kelp
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,palm,0.08333333333333336,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,phyc,0.125,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,poly,7.625,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,porph,0.3333333333333333,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,ptilo,0.02083333333333334,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,rhod,0,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,sac,32.08333333333333,kelp
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,sder,17.458333333333332,understory
2004,6,29,Midcoast,fishermans.island.east,4,4,43.79199,-69.59757,5,ulva,0.2916666666666667,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,agar,0,kelp
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,alar,0,kelp
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,ccrisp,0,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,chaet,0,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,codm,0,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,coral,0,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,desm,23.416666666666664,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,ldig,0,kelp
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,palm,0,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,phyc,0,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,poly,67.75,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,porph,0,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,ptilo,0,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,rhod,0,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,sac,29.666666666666664,kelp
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,sder,0,understory
2004,6,29,Midcoast,fishermans.island.north,3,3,43.8039,-69.5952,5,ulva,0,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,agar,0.875,kelp
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,alar,0.1666666666666667,kelp
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,ccrisp,2.5,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,chaet,0,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,codm,0.125,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,coral,0.04166666666666667,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,desm,2.458333333333333,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,ldig,0,kelp
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,palm,0.04166666666666668,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,phyc,0.41666666666666663,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,poly,24.54166666666667,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,porph,0.16666666666666669,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,ptilo,0.20833333333333334,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,rhod,0.4166666666666667,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,sac,89.70833333333333,kelp
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,sder,0,understory
2004,6,29,Midcoast,fishermans.island.south,4,4,43.79,-69.6016,5,ulva,0.04166666666666668,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,agar,0,kelp
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,alar,2.041666666666667,kelp
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,ccrisp,1.2083333333333333,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,chaet,0,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,codm,0.125,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,coral,0.04166666666666667,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,desm,1.9583333333333333,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,ldig,0.16666666666666666,kelp
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,palm,0.04166666666666667,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,phyc,0,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,poly,59.708333333333336,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,porph,1.875,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,ptilo,0,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,rhod,0.041666666666666664,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,sac,34.58333333333333,kelp
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,sder,0.625,understory
2004,6,29,Midcoast,ocean.point.west,3,3,43.8155,-69.6069,5,ulva,0.125,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,agar,0.17391304347826092,kelp
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,alar,0.5652173913043479,kelp
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,ccrisp,12.391304347826086,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,chaet,0,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,codm,5.260869565217392,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,coral,13.608695652173914,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,desm,11.869565217391305,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,ldig,29.391304347826086,kelp
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,palm,0.04347826086956524,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,phyc,0.5652173913043479,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,poly,19.304347826086957,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,porph,3.478260869565217,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,ptilo,0,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,rhod,0.5652173913043479,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,sac,18.52173913043478,kelp
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,sder,0,understory
2004,6,30,Midcoast,damariscove.island.south,5,5,43.7502,-69.6113,5,ulva,0,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,agar,0.75,kelp
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,alar,0.33333333333333337,kelp
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,ccrisp,1.25,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,chaet,0,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,codm,1.4583333333333333,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,coral,0.1666666666666667,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,desm,4.666666666666667,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,ldig,0.7083333333333334,kelp
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,palm,0,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,phyc,4.75,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,poly,52.04166666666667,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,porph,1.1666666666666665,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,ptilo,0,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,rhod,1.0416666666666665,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,sac,1,kelp
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,sder,0,understory
2004,6,30,Midcoast,pumpkin.island.south.ledge,5,5,43.7491,-69.5825,5,ulva,0,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,agar,0.08333333333333336,kelp
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,alar,0,kelp
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,ccrisp,15.375,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,chaet,0,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,codm,0,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,coral,0.29166666666666663,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,desm,3.416666666666667,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,ldig,12.75,kelp
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,palm,0,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,phyc,0.7083333333333334,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,poly,63.375,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,porph,2.75,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,ptilo,0,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,rhod,1.1666666666666665,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,sac,11.208333333333332,kelp
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,sder,2.708333333333333,understory
2004,7,1,Midcoast,seguin.island.north,4,3,43.7135,-69.7573,5,ulva,0.16666666666666666,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,agar,4.333333333333334,kelp
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,alar,0,kelp
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,ccrisp,7.25,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,chaet,0,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,codm,0,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,coral,0.5,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,desm,1.5833333333333335,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,ldig,1.5,kelp
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,palm,0.08333333333333333,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,phyc,0.9166666666666667,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,poly,64.91666666666667,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,porph,0.6666666666666667,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,ptilo,0,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,rhod,4.75,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,sac,4.5,kelp
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,sder,0,understory
2004,7,1,Midcoast,seguin.island.south,5,5,43.7051,-69.7541,5,ulva,0,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,agar,0.3333333333333333,kelp
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,alar,0.5,kelp
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,ccrisp,5.291666666666668,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,chaet,0,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,codm,0.20833333333333331,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,coral,0.16666666666666666,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,desm,16.541666666666664,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,ldig,1.0833333333333335,kelp
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,palm,0,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,phyc,0,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,poly,78.125,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,porph,0.5,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,ptilo,0,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,rhod,0,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,sac,6.625,kelp
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,sder,0.08333333333333334,understory
2004,7,7,Midcoast,allen.island,4,4,43.8672,-69.3191,5,ulva,1.6666666666666665,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,agar,0,kelp
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,alar,1.0454545454545456,kelp
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,ccrisp,65.36363636363636,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,chaet,0,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,codm,0,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,coral,7.772727272727273,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,desm,2.4090909090909087,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,ldig,22.5,kelp
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,palm,0,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,phyc,0.5909090909090908,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,poly,3.1363636363636362,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,porph,11,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,ptilo,0.09090909090909093,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,rhod,0.5454545454545456,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,sac,0,kelp
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,sder,0,understory
2004,7,7,Midcoast,monhegan.island.southeast,5,5,43.76008,-69.3105,5,ulva,0.5909090909090907,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,agar,1,kelp
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,alar,0.45454545454545453,kelp
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,ccrisp,3.0909090909090913,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,chaet,0,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,codm,0,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,coral,0.06818181818181819,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,desm,25.136363636363633,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,ldig,2.681818181818182,kelp
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,palm,0,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,phyc,0.09090909090909093,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,poly,48.54545454545454,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,porph,1.9545454545454544,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,ptilo,0,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,rhod,2.6363636363636362,understory
2004,7,7,Midcoast,monhegan.island.west,5,4,43.7679,-69.3224,5,sac,2.3181818181818175,kelp
